Id,SalePrice
1461,124970.7578125000
1462,154766.9375000000
1463,180522.3906250000
1464,181509.6562500000
1465,193242.1875000000
1466,182273.0625000000
1467,171519.0000000000
1468,174812.0156250000
1469,174775.8437500000
1470,125311.6093750000
1471,189606.3125000000
1472,95628.1562500000
1473,100063.8906250000
1474,148701.2812500000
1475,116326.2578125000
1476,364462.8750000000
1477,257294.1875000000
1478,300478.5000000000
1479,289256.3125000000
1480,467304.8437500000
1481,315071.5000000000
1482,207338.5625000000
1483,178178.4687500000
1484,169056.2500000000
1485,173874.9218750000
1486,199047.1093750000
1487,311816.8437500000
1488,230751.0000000000
1489,208330.1718750000
1490,210725.6406250000
1491,190617.0625000000
1492,99011.5390625000
1493,166775.1250000000
1494,298846.9687500000
1495,289552.7187500000
1496,234149.0625000000
1497,189876.4687500000
1498,154063.3281250000
1499,153705.3593750000
1500,162348.0156250000
1501,173896.9843750000
1502,157648.5468750000
1503,261818.7031250000
1504,232392.9531250000
1505,222399.2031250000
1506,185340.9531250000
1507,239909.6406250000
1508,195135.2187500000
1509,164691.6718750000
1510,153860.6875000000
1511,151440.3437500000
1512,164361.8593750000
1513,138561.2031250000
1514,149166.8593750000
1515,173469.9687500000
1516,150397.2968750000
1517,149271.1718750000
1518,130792.8671875000
1519,209056.8437500000
1520,139216.5937500000
1521,143796.5781250000
1522,158252.5937500000
1523,118199.9375000000
1524,124303.9375000000
1525,127693.4921875000
1526,126467.6406250000
1527,107369.0546875000
1528,129012.6562500000
1529,146151.0468750000
1530,159570.6093750000
1531,122639.1875000000
1532,104684.8906250000
1533,136496.0468750000
1534,114448.4218750000
1535,144138.5781250000
1536,118852.4921875000
1537,81588.0937500000
1538,148029.3125000000
1539,192501.8281250000
1540,113932.8984375000
1541,138379.3750000000
1542,140450.5312500000
1543,180171.1562500000
1544,84182.1562500000
1545,103932.2578125000
1546,119643.2109375000
1547,133033.6093750000
1548,131763.2500000000
1549,113192.9765625000
1550,137976.0000000000
1551,115769.6796875000
1552,131024.5703125000
1553,141723.7812500000
1554,111481.6562500000
1555,173900.6406250000
1556,108457.9843750000
1557,118617.9843750000
1558,93725.3437500000
1559,111356.2734375000
1560,140568.9843750000
1561,139429.4531250000
1562,126247.3437500000
1563,122896.8828125000
1564,155375.6406250000
1565,152398.0156250000
1566,221077.0937500000
1567,84956.0859375000
1568,224786.3125000000
1569,134081.7343750000
1570,129308.4062500000
1571,119320.7421875000
1572,136709.7031250000
1573,214014.4687500000
1574,121181.8515625000
1575,211179.2812500000
1576,226417.1562500000
1577,200347.8281250000
1578,141861.9843750000
1579,144676.5156250000
1580,189993.1093750000
1581,138047.0781250000
1582,128398.4609375000
1583,305577.6250000000
1584,235053.8437500000
1585,140793.1718750000
1586,75860.5000000000
1587,103479.5937500000
1588,141811.6562500000
1589,95757.5703125000
1590,127676.5781250000
1591,101179.6953125000
1592,120576.0625000000
1593,114581.6640625000
1594,126643.3671875000
1595,125502.9531250000
1596,226735.4531250000
1597,180465.7500000000
1598,187283.5312500000
1599,161242.0156250000
1600,165649.2187500000
1601,71827.5234375000
1602,105380.9453125000
1603,94036.6406250000
1604,283184.5000000000
1605,232612.4687500000
1606,164381.1406250000
1607,157679.3750000000
1608,211977.9062500000
1609,193146.3750000000
1610,165840.3281250000
1611,145168.6718750000
1612,166745.5468750000
1613,159483.8906250000
1614,115184.2500000000
1615,86557.3671875000
1616,82684.9609375000
1617,88151.1640625000
1618,125801.3515625000
1619,131635.6406250000
1620,162384.0937500000
1621,138519.4531250000
1622,143059.0312500000
1623,239397.0156250000
1624,204714.2031250000
1625,125972.2968750000
1626,165084.7812500000
1627,183983.7031250000
1628,257941.5468750000
1629,178168.5937500000
1630,328267.7187500000
1631,198233.0937500000
1632,249973.0937500000
1633,172098.1875000000
1634,185583.4375000000
1635,180774.9375000000
1636,164455.1562500000
1637,183147.2500000000
1638,201542.1250000000
1639,181115.5937500000
1640,238428.2031250000
1641,184663.0937500000
1642,227829.8281250000
1643,228493.0468750000
1644,225635.5312500000
1645,185656.0156250000
1646,158853.7812500000
1647,158155.5781250000
1648,139459.1093750000
1649,138644.2187500000
1650,122997.9531250000
1651,123264.7500000000
1652,94578.4375000000
1653,97208.4062500000
1654,149883.4218750000
1655,141149.2968750000
1656,146781.4375000000
1657,148948.7968750000
1658,149362.0156250000
1659,123111.3125000000
1660,149037.7500000000
1661,449608.8750000000
1662,353040.4062500000
1663,365665.7500000000
1664,449005.5625000000
1665,310580.4687500000
1666,331225.0312500000
1667,340507.2187500000
1668,325441.7812500000
1669,295256.6250000000
1670,339391.6250000000
1671,262077.7656250000
1672,455838.9062500000
1673,303809.1875000000
1674,254260.2500000000
1675,196981.9531250000
1676,198569.5000000000
1677,213098.1875000000
1678,450055.8750000000
1679,396744.7500000000
1680,311026.2500000000
1681,241283.3750000000
1682,311496.1250000000
1683,192957.2968750000
1684,173326.9375000000
1685,176088.8437500000
1686,171120.0000000000
1687,168686.4687500000
1688,188381.2343750000
1689,188383.9218750000
1690,185269.0312500000
1691,175910.2500000000
1692,253001.9687500000
1693,172122.8125000000
1694,183413.1093750000
1695,171003.3437500000
1696,258898.2500000000
1697,169046.2500000000
1698,334530.3125000000
1699,323566.0625000000
1700,250149.8125000000
1701,265433.7500000000
1702,251410.4531250000
1703,247386.2031250000
1704,282445.7812500000
1705,222202.2187500000
1706,381705.4687500000
1707,214126.7500000000
1708,212490.8281250000
1709,255157.7968750000
1710,216959.9218750000
1711,261427.7500000000
1712,250685.0156250000
1713,268697.0625000000
1714,220012.0000000000
1715,204623.0312500000
1716,178182.7031250000
1717,164418.2968750000
1718,136955.1406250000
1719,205530.7187500000
1720,236997.7343750000
1721,162808.3437500000
1722,129611.6406250000
1723,158623.3906250000
1724,202658.6562500000
1725,227239.6093750000
1726,193938.0000000000
1727,175432.7812500000
1728,182162.9062500000
1729,162445.7500000000
1730,158822.5781250000
1731,123072.5781250000
1732,130208.7968750000
1733,122460.9531250000
1734,128087.6875000000
1735,133356.1250000000
1736,119819.2812500000
1737,314947.7500000000
1738,216392.0781250000
1739,269955.0937500000
1740,218109.4375000000
1741,187523.7187500000
1742,173881.3906250000
1743,174584.9218750000
1744,282803.9687500000
1745,223167.4531250000
1746,210722.2031250000
1747,210410.5468750000
1748,212594.9687500000
1749,163756.3593750000
1750,145079.6718750000
1751,218204.7343750000
1752,121073.0390625000
1753,141312.9531250000
1754,198813.5781250000
1755,169330.5468750000
1756,124610.5156250000
1757,118834.0234375000
1758,147161.2656250000
1759,159478.5625000000
1760,160084.8750000000
1761,147054.7812500000
1762,169270.6562500000
1763,165898.6875000000
1764,121835.2968750000
1765,162046.5312500000
1766,164530.7500000000
1767,181237.0468750000
1768,141821.2656250000
1769,161125.1718750000
1770,140974.9531250000
1771,135418.3281250000
1772,141201.4218750000
1773,136662.9062500000
1774,134658.6406250000
1775,133386.6406250000
1776,123594.1093750000
1777,116011.2812500000
1778,132994.6562500000
1779,121285.4453125000
1780,161823.6875000000
1781,133439.1875000000
1782,94865.1484375000
1783,130988.0937500000
1784,100744.6796875000
1785,114006.6953125000
1786,142325.5625000000
1787,152651.8437500000
1788,66183.3046875000
1789,99299.9453125000
1790,84693.5781250000
1791,164781.5468750000
1792,152405.5625000000
1793,140936.1093750000
1794,141181.4843750000
1795,141186.8750000000
1796,128007.7109375000
1797,118976.2109375000
1798,123157.2421875000
1799,115540.0468750000
1800,132985.3906250000
1801,126236.1562500000
1802,137797.8281250000
1803,145913.5937500000
1804,142374.0156250000
1805,135370.9375000000
1806,117596.0390625000
1807,131275.9687500000
1808,120446.4218750000
1809,124030.7578125000
1810,139184.8593750000
1811,107547.6796875000
1812,112003.3984375000
1813,117586.2890625000
1814,98772.9218750000
1815,64965.0625000000
1816,97901.6171875000
1817,126097.0703125000
1818,136745.4218750000
1819,114225.4375000000
1820,80095.0859375000
1821,116689.3671875000
1822,148004.9218750000
1823,63774.4882812500
1824,135731.7343750000
1825,132886.0000000000
1826,104314.3593750000
1827,107914.2578125000
1828,134660.9375000000
1829,112454.1171875000
1830,134462.4218750000
1831,140851.3281250000
1832,113552.6875000000
1833,132374.6093750000
1834,128734.1718750000
1835,136294.5468750000
1836,124824.6093750000
1837,99442.1953125000
1838,129981.3828125000
1839,93495.1875000000
1840,151678.8281250000
1841,139530.9375000000
1842,91008.8203125000
1843,139535.7343750000
1844,135032.0781250000
1845,139112.6875000000
1846,150183.3125000000
1847,169084.4687500000
1848,71138.3125000000
1849,113901.0625000000
1850,120178.6250000000
1851,146583.5000000000
1852,123402.5937500000
1853,134119.7031250000
1854,161441.5781250000
1855,161263.2343750000
1856,216801.0937500000
1857,171576.7343750000
1858,143649.7656250000
1859,123477.0000000000
1860,152782.9062500000
1861,123436.0234375000
1862,252286.6093750000
1863,249465.1406250000
1864,249266.2968750000
1865,308594.6562500000
1866,310251.2812500000
1867,231478.1093750000
1868,283441.4687500000
1869,198107.7812500000
1870,229760.6406250000
1871,249591.2500000000
1872,172158.1093750000
1873,223613.5781250000
1874,139120.6250000000
1875,200756.9687500000
1876,200108.9687500000
1877,208605.1406250000
1878,211475.1406250000
1879,130663.4609375000
1880,135678.1562500000
1881,245224.9531250000
1882,248407.5000000000
1883,201144.2500000000
1884,215092.9843750000
1885,242907.5937500000
1886,283506.8750000000
1887,201800.8125000000
1888,265049.2187500000
1889,167615.9062500000
1890,128603.7343750000
1891,140680.8281250000
1892,104452.6406250000
1893,130640.1484375000
1894,126111.5000000000
1895,143865.8437500000
1896,119542.7265625000
1897,118220.9140625000
1898,109703.6953125000
1899,145480.9218750000
1900,137614.7500000000
1901,164971.4843750000
1902,146251.5781250000
1903,205920.3437500000
1904,140907.3437500000
1905,183723.3281250000
1906,153287.2968750000
1907,192858.5000000000
1908,111176.2031250000
1909,133460.1875000000
1910,123297.9062500000
1911,196010.5000000000
1912,274638.3750000000
1913,140521.2656250000
1914,67623.0468750000
1915,299192.6250000000
1916,68699.6171875000
1917,235581.6718750000
1918,137126.2187500000
1919,158178.6406250000
1920,159202.6093750000
1921,370537.9062500000
1922,316305.8750000000
1923,201359.2343750000
1924,216759.1093750000
1925,220667.1875000000
1926,366433.7500000000
